amfi_code,cagr,sharpe_ratio,sortino_ratio,alpha,beta,cagr_rank,sharpe_rank,sortino_rank,alpha_rank,final_score,max_drawdown,drawdown_rank,final_score_v2
119094,0.27202971093533734,0.9982309868636414,1.7037974802463003,0.2607666908004223,-0.06626542862803757,9.0,11.0,11.0,9.0,73.61477572559366,-0.20960883862039192,28.0,63.489932885906036
149324,0.3130007730097084,0.9497958246616032,1.619793176491409,0.3005787817097677,0.011455159960520708,3.0,13.0,14.0,2.0,78.89182058047493,-0.31171900300634214,37.0,62.95302013422819
148568,0.212287331019114,0.9262873467360148,1.6327409778735162,0.20873010086942337,-0.026387719943843004,14.0,15.0,13.0,14.0,62.796833773087066,-0.1527259422823477,19.0,59.46308724832215
102885,0.17255622378647328,0.8170993373494371,1.4357420130649492,0.17048756803412696,-0.019486785689474526,18.0,16.0,16.0,19.0,54.617414248021106,-0.1085986215250232,7.0,59.328859060402685
120503,0.17961534180131866,0.7979728586052847,1.3379431500669237,0.17703302365844073,-0.0402689523698206,17.0,17.0,17.0,17.0,55.145118733509236,-0.13897862823061635,14.0,55.973154362416096
125497,0.18267822491549035,0.7757902498211209,1.3306512447571366,0.17729754927531766,0.04882040425957739,16.0,18.0,18.0,16.0,55.145118733509236,-0.15200013055606398,18.0,53.825503355704704
118635,0.1560445271915949,0.664856998549062,1.137976718780742,0.1513635464823924,-0.001433521389780133,23.0,19.0,20.0,23.0,44.06332453825856,-0.11511457598975516,10.0,49.12751677852349
120507,0.06963971521481649,0.49572339295331147,1.0521238822609293,0.06746210411099539,-0.0004440926329707234,29.0,23.0,23.0,31.0,30.343007915567284,-0.0009773140045925555,1.0,42.818791946308735
120506,0.16426174860560927,0.6488787755249532,1.0958951614736467,0.1625385327998104,0.04189646272811977,20.0,20.0,21.0,20.0,46.70184696569921,-0.1982565826298267,27.0,42.14765100671142
118633,0.16037122082018107,0.6452074382933216,1.1544757169236237,0.15643835948169668,-0.03663900671860934,21.0,21.0,19.0,22.0,45.11873350923483,-0.18629743138595511,26.0,41.34228187919463
149322,0.13108719756270415,0.4640374492204776,0.7621288703723165,0.13173190226099432,-0.004050271130006534,24.0,25.0,25.0,24.0,35.35620052770449,-0.14111986534883125,15.0,39.32885906040268
102887,0.16473771900634082,0.6195175900829829,1.0887552508030014,0.16211256794033255,0.016682689437770827,19.0,22.0,22.0,21.0,44.85488126649075,-0.21285398874796857,30.0,39.060402684563755
120841,0.1294051715790443,0.4942725378672354,0.8625738849916581,0.13042924450705445,0.036356399022199795,25.0,24.0,24.0,25.0,35.35620052770449,-0.1757361416468729,24.0,34.496644295302005
118634,0.1585011448920397,0.44843400890899143,0.7460146308533572,0.1750072167561127,0.1034966369133759,22.0,26.0,26.0,18.0,38.78627968337731,-0.2334488614483311,32.0,32.88590604026845
120844,0.0665933341426641,-0.08874729621557495,-0.1877230477424232,0.06455677495375998,-0.00040074423947840013,30.0,34.0,34.0,32.0,14.511873350923494,-0.0011629327956168556,2.0,29.39597315436241
125498,0.1100714278288617,0.30061192104254786,0.508812819716923,0.11989100971217971,0.009054412621739154,26.0,27.0,27.0,26.0,30.07915567282322,-0.21117279560132118,29.0,27.516778523489933
119092,0.06291432420976317,0.030784850954585913,0.05257398559304797,0.0689952982167755,0.009730745001153637,31.0,31.0,31.0,30.0,18.733509234828503,-0.1440161790933726,16.0,25.234899328859058
119093,0.07614905045252951,0.1296144979566933,0.22108683979276347,0.08232801295222093,0.02588321244009315,28.0,29.0,29.0,28.0,24.802110817941937,-0.21751396370148224,31.0,22.147651006711413
119120,0.05615925074406469,-0.2265753866279158,-0.3767670081706672,0.05620895216638369,-0.006413850728276477,34.0,37.0,37.0,34.0,6.332453825857527,-0.04328728923970093,5.0,21.073825503355707
101208,0.06277182379105373,-0.8155673679088286,-1.6810378667512837,0.060861457957871144,0.00026670968338238433,32.0,40.0,40.0,33.0,4.485488126649059,-0.0016224980244717857,3.0,20.671140939597308
101207,0.07908392512271889,0.16266076928646758,0.27664379626092334,0.10897091901704538,-0.06528924788351524,27.0,28.0,28.0,27.0,27.440633245382585,-0.3544691649336603,38.0,20.536912751677846
118636,0.050538711711369366,-0.35662950751436784,-0.6135251287271027,0.05074772999976104,0.0012566742731558458,35.0,38.0,38.0,35.0,3.693931398416879,-0.08316361763638702,6.0,18.389261744966447
100025,0.04380100085840155,-0.5670947928476847,-0.9418212366054207,0.042817920315060876,0.0011582183155281463,36.0,39.0,39.0,38.0,0.0,-0.04308263824636349,4.0,16.510067114093957
120842,0.060588564713299986,0.07599984804658912,0.12469346986475664,0.0780443887615508,0.01805687420811816,33.0,30.0,30.0,29.0,18.997361477572554,-0.24003511326274884,33.0,16.241610738255034
119599,0.024052372519076437,-0.05718662582818005,-0.09438726129459607,0.048824215945539845,0.06200180438267168,38.0,32.0,32.0,36.0,8.707124010554082,-0.5257422117012851,40.0,4.161073825503351
100016,0.027767290988929716,-0.20151706755966933,-0.35104746015230903,0.03747580763443281,-0.0582684314388089,37.0,35.0,36.0,39.0,3.4300791556728143,-0.24734440880673303,34.0,3.22147651006712
119095,0.010550755924262134,-0.07597357117478937,-0.12818559275851932,0.048015953637759554,-0.066951174639292,39.0,33.0,33.0,37.0,6.068601583113448,-0.5167775370852656,39.0,2.5503355704698123
102886,0.008812109804251289,-0.20583160785470306,-0.34722230254727277,0.028969397866379445,-0.04212502902189432,40.0,36.0,35.0,40.0,0.2638522427440648,-0.2800112356639287,35.0,0.0
